,emotions,id,sentence
192,['trust'],325,"['unsure', '-', 'uncomfortable,', 'angry']"
193,['stressful'],326,"['definitely', 'good.', 'felt', 'unsafe', 'work', 'long', 'period', 'time.', 'still', 'feel', 'betrayed', 'abandoned', 'men', 'class', 'much', 'leary', 'male', 'friends', 'ever']"
194,"['loss', 'shame,', 'lost']",327,"['heavy', 'sense', 'skeeved']"
195,"['therapy', 'mental']",328,['nan']
196,"['extremely', 'stressful', 'struggled', 'difficult', 'open', 'never', 'free']",329,"['unsure', '-', 'led', 'avoidance', 'people,', 'situations,', 'dept,', 'etc.']"
197,"['bad', 'dynamic', 'anxious', 'strong']",330,"['frightened', 'building', 'hours', 'lot', 'people', 'around']"
198,['alone'],331,"['part', 'lingering', 'trauma', 'incident,', 'took', 'longer', 'complete', 'thesis', 'anticipated,', 'leading', 'friction', 'advisor', 'graduate', 'advisor']"
199,"['anxiety', 'distress']",332,"['contributed', 'low-grade', 'depression']"
200,"['anxiety', 'distress']",333,"['furious', 'dipshit', 'still', 'works', 'alma', 'mater.', ""i've"", 'lost', 'male', 'friends', 'this,', 'want', 'acknowledge', 'man', 'predator;', 'all,', ""he's"", 'helped', 'careers.', '(my', 'story', 'mild.', '*rapist.*)', 'no-longer-friends', 'gone', 'jobs', 'r1s:', 'pays', 'part', ""boys'"", 'club.', 'longer', 'allies', ""they've"", 'chosen', 'his.', 'thus', 'cycle', 'perpetuates']"
201,"['anxiety', 'guilt', 'regret']",334,"['fell', 'wrecked', 'undergrad', 'days']"
202,"['bad', 'sad', 'vulnerable', 'regret']",335,"['thought', 'harasser', 'person', 'closest', 'friend', 'many', 'years,', 'actually', 'controlling.', 'would', 'speak', 'intimately', 'spend', 'lot', 'time', 'me,', 'blow', 'girlfriend', 'around.', 'also,', 'would', 'say', 'upsetting', 'things', 'me,', 'get', 'angry', 'repeated', 'them;', 'constantly', 'correcting', 'me.', 'then-boyfriend', 'noticed', 'critical,', 'see', 'controlling', 'behavior', 'was.', 'friend,', 'admits', 'still', 'little', 'love', 'him,', 'even', 'though', 'knows', 'led']"
203,"['devastating.', 'anger', 'never', 'accepting']",336,"['honestly', 'realize', 'messed', 'much', 'later.', ""i'm"", 'angry', 'recognizing', 'inappropriate']"
204,"['trust', 'help', 'angry']",337,"['first', 'inappropriate', 'remark', ""i've"", 'leveled', 'certainly', 'last.', 'impact', 'contribution', 'general', 'mistrust', 'men', 'positions', 'power.']"
205,['difficult'],339,"['anxiety', 'ptsd', '--', 'anxiety', 'predates', 'obviously', 'stalked', 'help', 'feeling', 'edge', 'times.', 'spend', 'pretty', 'significant', 'chunk', 'grad', 'student', 'salary', 'therapy', 'co-pays.', 'past', 'two', 'months', 'news', 'amplified', 'distress', 'pretty', 'significantly.']"
206,"['great', 'never']",340,"['good:', 'humiliation;', 'embarrassment;', 'rage']"
207,"['anxiety,']",341,['nan']
208,['unsafe'],342,['nan']
209,['unable'],346,"[""i've"", 'always', 'slightly', 'uncomfortable', 'around', 'men,', 'intensified', 'that.']"
210,"['imposter', 'syndrome.', 'question']",347,"['far', 'know,', 'fine,', 'least', 'regard', 'incident,', 'department', 'chose', 'respect', 'safety']"
211,['worry'],350,"['anxiety', 'professional', 'event']"
212,"['sick', 'shocked', 'happy']",351,['nan']
213,['uncertain'],353,"['huge.', 'made', 'believe', 'cheated', 'willingly', 'boyfriend.', 'ton', 'guilt', 'shame', 'dragged', 'around.']"
214,"['lost', 'mental']",354,"['impacted', 'well', 'impacting', 'sense', 'safety']"
215,"['anger', 'mental', 'abuse', 'abuse']",356,"['depression,', 'anxiety']"
216,"['extremely', 'angry', 'great', 'anxiety', 'blamed', 'uncomfortable', 'stress', 'serious']",358,"['quit', 'job', 'environment', 'toxic', 'others.']"
217,['ruined'],360,"['felt', 'angry', 'upset', 'safe', 'place', 'feel', 'safe']"
218,"['anxiety,', 'stressful', 'embarrassed', 'wrong']",361,"['made', 'angry', 'frustrated', 'also', 'cemented', 'commitment', 'protecting', 'vulnerable', 'people', 'workplace']"
219,['good'],362,"['feeling', 'mentor', 'relationship', 'possible', 'person,', 'toxic', 'clueless.', 'wary', 'trusting', 'senior', 'male', 'faculty', 'alone']"
220,['confused'],363,"['none,', 'except', 'knowing', 'professors', 'routinely', 'commenting', ""women's"", 'appearances/', 'personalities', 'student', 'evaluations', 'rather', 'academic', 'performances', '-', 'particularly', 'pleasant.']"
221,['anxious'],364,['detrimental.']
222,"['hostile', 'weird']",366,['nan']
223,['worried'],367,"['wariness', 'around', 'men,', 'unwillingness', 'alone', 'male', 'colleagues,', 'difficulty', 'forging', 'workplace', 'relationships', 'superiors']"
224,"['deeply', 'depressed', 'terrible']",368,"['terrified', 'him,', 'severely', 'doubted', 'questioned', 'myself—did', 'lead', 'on?', 'see', 'coming?', 'could', 'poor', 'judge', 'character?']"
225,"['isolated', 'rumors', 'cold', 'abusive', 'devastating.', 'anxiety', 'stress', 'blame', 'fear', 'rumors', 'rumors']",369,['nan']
226,"['satisfied', 'love']",371,"['uncomfortable', 'attend', 'seminars', 'person', 'interact', 'socially', 'groups', 'present.', 'cast', 'cloud', 'whole', 'time', 'graduate', 'school.', 'person', 'went', 'away', 'year', 'research', 'italy', 'like', 'could', 'breathe', 'freely', 'again.', 'realize', 'impact', 'presence', 'day-to-day', 'well-being', 'gone']"
227,['hard'],373,"['upsetting', 'time,', ""i'm"", 'now.', ""i've"", 'moved', 'different', 'career.']"
228,"['depression,', 'increased']",374,"['distressing.', 'mother', 'died', 'started', 'grad', 'school,', 'grandmother', 'died', 'months', 'later', 'displaced', 'hurricane', 'first', 'three', 'month', 'grad', 'school.', 'stalker', 'unexpected', 'stressor', 'left', 'field', 'school.', 'pretty', 'amazing', 'retrospect', 'made', 'two', 'years,', 'pretty', 'motivated', 'get', 'grad', 'school,', 'creep', 'came', 'across', 'time', 'there.']"
229,"['panic', 'nervous', 'struggled', 'depression,', 'anxiety,', 'extremely']",379,['nan']
230,['hard'],381,"['bad.', 'continue', 'struggle', 'severe', 'anxiety', 'depression', 'feel', 'safe', 'world', 'effort', 'connect', 'intellectually', 'retaliated', 'unwanted', 'sexual', 'advances,', 'touching,', 'tongue-thrusting.']"
231,['never'],382,"['thankfully', 'little', 'though', 'occupy', 'space', 'mind', 'require', 'labor', 'deal']"
232,['stress'],383,"['terrible...ptsd...really', 'bad']"
233,"['forced', 'anxiety']",384,['none']
234,['bad'],386,"['like,', 'oh', 'yeah,', ""here's"", 'thing', 'aware', 'of,', 'really', 'bad.']"
235,['humiliated'],387,"['anxiety,', 'frustration,', 'wanting', 'call', 'quits']"
236,"['ptsd.', 'panic', 'depression,', 'anxiety,', 'nightmares,']",388,"['addition', 'often', 'afraid', 'feeling', 'unsafe,', 'suffered', 'serious', 'anxiety', 'duration', 'program.']"
237,"['stress,', 'anger,', 'disgust']",389,"['can’t', 'get']"
238,"['severe', 'depression,', 'anxiety,']",390,"['adding', 'slight', 'dollop', 'already', 'substantial', 'hypervigilance']"
239,['anxious'],392,['nan']
240,['anxiety'],393,"['discomfort,', 'especially', 'new', 'employee', 'first', 'month', 'job.', 'also,', 'particularly', 'uncomfortable', '""auditioning""', 'tenure', 'track', 'position', 'open', 'soon.']"
241,"['depression,', 'disorder,', 'unable']",395,"['made', 'feel', 'small', 'insignificant']"
242,"['vulnerable', 'concerned', 'inappropriate']",396,['immeasurable']
243,"['depressive', 'anxiety,', 'panic']",397,"['bad,', 'bad', 'dreams,', 'talked', 'therapists', 'process', 'feelings']"
244,"['depression', 'guilt', 'shame,', 'anger']",399,['nan']
245,"['good', 'good', 'doubted', 'never', 'alone', 'never', 'positive']",400,"['felt', 'terribly', 'since']"
246,"['trust', 'help', 'increased', 'depression']",401,['nan']
247,['severe'],403,['nan']
248,['timid'],405,['devastating']
249,"['ptsd,', 'depression']",406,"['felt', 'resentment', 'stress', 'many', 'months']"
250,"['despite', 'therapy,']",407,['immeasurable.']
251,['ruined'],408,"['severe', 'anxiety.', 'severe', 'damage', 'faith', 'abilities', 'writer', '-', 'believed,', 'still', 'believe,', 'compliments', 'gave', 'writing', 'simply', 'wanted', 'sleep', 'me.', 'faith', 'abilities,', 'believe', 'second', 'anything', 'grooming', 'me.']"
252,"['extremely', 'mental', 'crushed', 'crushed', 'imposter', 'love']",409,"['developed', 'eating', 'cutting', 'disorder']"
253,"['discomfort', 'good']",410,"['became', 'fearful', 'face', 'conference', 'situation.']"
254,"['concerned', 'blamed']",411,"['person', 'harassed', 'close', 'me,', 'situation', 'inability', 'bring', 'justice', 'bothered', 'intensely', 'years']"
255,['anxiety'],412,['nan']
256,"['anger,', 'affected', 'suffered', 'depression']",414,['nan']
257,['severe'],415,"['one', 'many', '""small""', 'incidents', 'make', 'life', 'much', 'harder.']"
258,"['depression,', 'anxiety']",416,"['devastating,', 'happened', 'already', 'dealing', 'severe', 'depression,', 'including', 'dealing', 'trauma', 'recent', 'rape', '&', 'memory', 'childhood', 'sexual', 'assault']"
259,['suspicious'],417,"[""i've"", 'never', 'brain', 'whole', 'week', 'without', 'deal', 'constant', 'undercurrent', 'dealing', 'emotional', 'fallout', 'sexual', 'harassment', '(my', 'own,', ""friends',"", ""students'"", '..', 'increasingly', 'also', 'departmental', 'politics', 'around', 'it).']"
260,['hated'],419,"['dreaded', 'seeing', 'every', 'day.', 'would', 'avoid', 'going', 'bathroom', 'see', 'me.', 'would', 'avoid', 'working', 'late', 'alone', 'him.', 'relieved', 'moved,', 'stress', 'doubled', 'brought', 'back.']"
261,"['trust', 'wonderful']",421,"['disillusionment', 'academia;', 'feelings', 'hostility', 'towards', 'adviser;', 'event', 'made', 'feel', 'small', '-', 'person', 'never', 'saw', 'scientist,', 'piece', 'ass', 'taking', ""adviser's"", 'response', 'reinforced', 'feeling']"
262,"['afraid', 'panic']",423,"['processing', 'ombuds', 'person', ""institution's"", 'therapist', 'ended', 'leading', 'huge', 'depressive', 'crisis.', ""i'm"", 'longer', 'feeling', 'emotionally', 'safe', 'department', 'mostly', 'avoid', 'office']"
263,"['terrible', 'definitely']",425,"['uncomfortable', 'relieved', 'hear', 'harrasser', 'left', 'department', 'eventually']"
264,"['anxiety', 'anger']",427,"['deal', 'severe', 'circumstances', 'harassment', 'contexts.', 'particular', 'incident', 'relatively', 'minor', 'cumulation', 'experiences', 'negative', 'impact', 'mental', 'health']"
265,['worried'],428,"['something', 'think', 'occasionally']"
266,['worried'],429,"['d.v.', 'survivor,', 'incident', 'triggered', 'lot', 'disempowerment', 'vulnerability', 'issues', 'me.']"
267,"['ptsd', 'disorder', 'struggle', 'depressive']",430,['nan']
268,"['fearful', 'therapy']",432,"['extremely', 'stressful.', 'avoided', 'going', 'work.', 'lost', 'several', 'friendships', 'demonized', 'several', '""friends""', 'thought', 'ridiculous', 'reported', '""that\'s', 'personality.""']"
269,"['loss', 'self-confidence']",436,"['increased', 'fear', 'year--resorted', 'circuitous', 'routes', 'around', 'campus', 'getting', 'home,', 'hiding', 'bathrooms,', 'etc.,', 'avoid', 'him.', 'say', 'anxiety', 'levels', 'higher', 'campus,', 'though--just', 'anywhere', 'thought', 'might', 'find', 'me.']"
270,"['emotional', 'distress', 'depression']",437,"['exhausting', 'traumatic.', '#metoo', 'context,', 'feels', 'like', 'every', 'time', 'open', 'internet,', ""can't"", 'escape', 'conversations', 'sexual', 'harassment', 'assault']"
271,"['stressed', 'embarrassed']",438,['nan']
272,"['depression,', 'anxiety']",439,"['low', 'impact', 'harassment', 'far', 'go—and', 'seemingly', 'impossible', 'report—but', 'felt', 'violated', 'embarrassed', 'front', 'class.']"
273,"['ptsd', 'trusting', 'help']",441,"['felt', 'invalidated.', 'angry']"
274,"['suffer', 'anxiety.']",443,['nan']
275,"['panic', 'anger']",446,['nan']
276,['trust'],447,"['nothing', 'major,', 'used', 'lot', 'mental', 'energy', 'spent', 'productively', 'elsewhere']"
277,"['anxiety,', 'depression']",448,"['shaken', 'me.', 'moment', 'put', 'state', 'shock,', 'brain', 'war', 'itself,', 'one', 'time', 'internally', 'screaming', 'let', 'go', 'let', 'go', 'let', 'go', 'yet', 'also', 'stunned', 'thinking', '""is', 'really', 'happening""...i', 'anything', 'except', 'tug', 'uselessly', 'hand', 'trying', 'get', 'free.', 'happened', 'full', 'view', 'department', 'front', 'desk', '(though', 'think', 'body', 'shielded', 'clear', 'line', 'sight,', 'doubt', 'anyone', 'paying', 'attention--and', 'moments', 'though', 'seemed', 'like', 'hours),', 'professional', 'workspace...', 'seems', 'like', 'minor', 'thing', 'face', 'it,', 'feel', 'minor.']"
278,"['victimized', 'mental', 'therapy']",449,"['think', 'none', '-', 'except', 'really', 'angry', 'senior', 'colleagues', 'long', 'time']"
279,"['anxiety,', 'depression,', 'anger,', 'frustration,', 'disappointment']",450,"['anguish', 'rummors', 'accuations', 'perpetrator']"
280,"['blamed', 'depression.', 'therapy']",452,"['anxiety,', 'specifically', 'regarding', 'male', 'authority']"
281,"['stress,']",455,"['came', 'expect', 'kind', 'harassment', 'male', 'professors', 'male', 'writers.', 'learned', 'complex', 'humor', 'deflect', 'practices', 'keep', 'everyone', 'bay.', 'result?', 'exhaustion.']"
282,"['panic', 'lost', 'depressed', 'suffered', 'afraid', 'doubt', 'strong', 'question', 'afraid']",460,"['one-year', 'therapy;', 'on-going', 'rage']"
283,"['therapy', 'guilt', 'regret', 'fear']",462,['nan']
284,"['panic', 'fear,', 'paranoid']",463,"['disturbed', 'incident', 'happened,', 'took', 'years', 'fully', 'grasp', 'impact', 'mental', 'health.', 'still', 'struggle', 'trust', 'men', 'positions', 'authority', 'like', 'alone', 'them.', 'prior', 'incident,', 'spent', 'many', 'hours', 'alone', 'professor', 'discussing', 'lives,', 'including', 'struggles', 'depression', 'anxiety.', 'great', 'source', 'comfort', 'advice,', 'sexual/romantic', 'advances', 'put', 'taint', 'entire', 'relationship', 'made', 'feel', 'taken', 'advantage', 'trust']"
285,"['wrong', 'unwanted', 'worry']",464,['see']
286,['abusive'],469,"['none,', 'save', 'lasting', 'desire', 'avoid', 'interactions', 'life.']"
287,"['horrible.', 'unable', 'desperate', 'hated', 'angry', 'regret', 'guilty', 'worried', 'alone']",472,"['compounded', 'previous', 'experience', 'sexual', 'violence,', 'triggered', 'ptsd,', 'depression,', 'anxiety']"
288,"['stress,', 'anxiety,']",473,"['pile', 'exhaustion']"
289,"['anger', 'weird', 'shame', 'angry']",475,"['rather', 'severe,', 'least', 'intermittently.', 'drank', 'lot', 'first', 'several', 'years', 'professor,', 'engaged', 'risky', 'behaviors,', 'developed', 'whopping', 'eating', 'disorder', 'well', 'severe', 'anxiety.', 'resolved', 'think', 'anxiety', 'ed', 'ever', 'quite', 'go', 'away']"
290,"['anger', 'worse']",478,['nan']
291,['anger'],479,"['avoided', 'taking', 'classes', ""professor's"", 'department,', 'was,', 'unfortunately,', 'field', 'interest']"
292,"['shame,', 'anxiety,', 'panic', 'depression.', 'suffered', 'stress,', 'anxiety,', 'emotional']",480,['none']
293,"['loss', 'angry.', 'worry']",481,"['two', 'years,', 'still', 'worry', 'didn’t', 'learn', 'enough', 'methods', 'class', 'top-notch', 'theorist', 'researcher.', 'powered', 'rest', 'course', 'sheer', 'spite,', 'easily', 'worst', 'ever', 'done', 'class', 'grad', 'school.', 'students', 'assured', 'give', 'good', 'grade', 'wouldn’t', 'complain', 'lewd', 'behavior.', 'get', 'marks', 'course,', 'never', 'gave', 'another', 'word', 'feedback,', 'idea', 'whether', 'methods', 'grasp', 'theory', 'sound.', 'constantly', 'doubt', 'waste', 'lot', 'time', 'overcompensating', 'obsessing', 'theory.', 'particularly', 'wicked', 'form', 'performance', 'anxiety']"
294,['imposter'],483,"['victim', 'distressed']"
295,['ptsd'],484,"['extreme', 'stress']"
296,"['definitely', 'depression,', 'anxiety']",485,"['later', 'became', 'better', 'terms', 'harasser', 'apologized,', 'often', 'questioned', 'whether', ""'let"", ""easy'""]"
297,"['anxiety', 'doubt', 'sure']",486,"['ugh.', 'rough', 'couple', 'years,', 'bu']"
298,['panic'],487,['none']
299,"['therapy', 'angry']",488,"['sadly', 'i’ve', 'experienced', 'far', 'worse']"
300,"['mental', 'confused']",490,"['alone', '-', 'nothing', 'point', 'to.', 'overall', 'depression', 'imposter', 'syndrome', 'graduate', 'school', 'crushing', 'weight,', 'though.', '30', 'years', 'later', '-', 'full', 'professor', '-', 'still', 'it.', 'probably', 'would', 'matter']"
301,"['strong', 'anger']",491,['none']
302,['humiliated'],492,"['anxiety,', 'fear,', 'depression']"
303,"['trust', 'traumatized']",494,"['pretty', 'significant', '-', ""i've"", 'tremendous', 'anxiety', 'every', 'time', 'go', 'campus,', 'affected', 'marriage.', 'year', 'half', 'since', 'filed', 'complaint', 'institutional', 'silence', 'excruciating.', 'able', 'work.']"
304,"['embarrassed', 'difficult']",495,"['detrimental', 'mental', 'health', '-', 'kept', 'wondering', ""he'd"", 'done', 'students', 'less', 'well', 'known', 'liked', 'within', 'program.', '(particularly', 'international', 'students', 'speak', 'english', 'first', 'language.)', 'made', 'extremely', 'wary', 'completed', 'went', 'phd.']"
305,"['anxious', 'important', 'inappropriate']",497,"['precarious', 'begin', 'with,', 'probably', 'help']"
306,['never'],498,"['distressing,', 'derail', 'me.', 'person', 'much', 'power', 'graduate', 'program,', 'repeat', 'advances', 'turned']"
307,['mistrust'],499,"['none,', ""i've"", 'experienced', 'far', 'worse', 'sexual', 'abuse', '/outside/', 'academy,', ""that's"", 'focus', 'mental', 'health', 'problems']"
308,"['extremely', 'upsetting']",501,"['worried', 'retribution--', 'something', 'retaliatory,', 'preemptively,', 'fear', 'would', 'report', 'him.', 'fear', 'stayed', 'long', 'time,', 'left', 'institution.']"
